category	identity	source	target	compact_policy
Item	Mushroom	Shroom	蘑菇	english-on-hold
Item	Mushroom	Shroom Card	蘑菇卡片	english-on-hold
Item	Mushroom	Shroom Pet	卡普金宠物	english-on-hold
Item	Mylodon	Mylodon	巨爪地懒	english-on-hold
Item	Mystery Mount Box	Mystery Mount Egg	神秘坐骑蛋	english-on-hold
Item	Mystery Pet Box	Mystery Pet Egg	神秘宠物蛋	english-on-hold
Item	Napoleon Fish	Crowned Reef Fish	拿破仑鱼	english-on-hold
Item	Napoleon Fish	Napoleon Fish	拿破仑鱼	english-on-hold
Item	Nexus Robot	Nexus Robot Card	中枢机器人卡片	english-on-hold
Item	Nightmare	Apparition Card	幽魂卡片	english-on-hold
Item	Nightmare Fragment	Umbral Fragment	幽影碎片	english-on-hold
Item	NightmareAcolyte	Umbral Acolyte Card	幽影侍祭卡片	english-on-hold
Item	NightmareBerserker	Umbral Berserker Card	幽影狂战士卡片	english-on-hold
Item	NightmareBerserkerBoss	Echo Berserker Card	回声狂战士卡片	english-on-hold
Item	NightmareGunslinger	Umbral Gunslinger Card	幽影枪手卡片	english-on-hold
Item	NightmareGunslingerBoss	Echo Gunslinger Card	回声枪手卡片	english-on-hold
Item	NightmareKnight	Umbral Knight Card	幽影骑士卡片	english-on-hold
Item	NightmareMage	Umbral Mage Card	幽影法师卡片	english-on-hold
Item	NightmareNecromancer	Umbral Necromancer Card	幽影死灵法师卡片	english-on-hold
Item	NightmareNecromancerBoss	Echo Necromancer Card	回声死灵法师卡片	english-on-hold
Item	NightmarePaladin	Umbral Paladin Card	幽影圣骑士卡片	english-on-hold
Item	NightmarePaladinBoss	Echo Paladin Card	回声圣骑士卡片	english-on-hold
Item	NightmarePriest	Umbral Priest Card	幽影牧师卡片	english-on-hold
Item	NightmarePriestBoss	Echo Priest Card	回声牧师卡片	english-on-hold
Item	NightmareRogue	Umbral Rogue Card	幽影盗贼卡片	english-on-hold
Item	NightmareScout	Umbral Scout Card	幽影斥候卡片	english-on-hold
Item	NightmareShadow	Curse Manifestation Card	诅咒化身卡片	english-on-hold
Item	NightmareShinobi	Umbral Shinobi Card	幽影忍者卡片	english-on-hold
Item	NightmareShinobiBoss	Echo Shinobi Card	回声忍者卡片	english-on-hold
Item	NightmareSummoner	Umbral Summoner Card	幽影召唤师卡片	english-on-hold
Item	NightmareWarrior	Umbral Warrior Card	幽影战士卡片	english-on-hold
Item	NightmareWizard	Umbral Wizard Card	幽影巫师卡片	english-on-hold
Item	NightmareWizardBoss	Echo Wizard Card	回声巫师卡片	english-on-hold
Item	Nose Robot	Nose Robot Card	鼻子机器人卡片	english-on-hold
Item	Nozzle Robot	Nozzle Robot Card	喷嘴机器人卡片	english-on-hold
Item	Oak	Oak	橡木	english-on-hold
Item	Oak Piece	Oak Piece	橡木片	english-on-hold
Item	Oarfish	Oarfish	皇带鱼	english-on-hold
Item	Obsidian	Obsidian	黑曜石	english-on-hold
Item	Obsidian Piece	Obsidian Piece	黑曜石碎片	english-on-hold
Item	Oceanite	Oceanite	海石	english-on-hold
Item	Octopus	Octopus	章鱼	english-on-hold
Item	Octopus Baby Blue	Azure Squid Card	蔚蓝鱿鱼卡片	english-on-hold
Item	Octopus Baby Orange	Amber Squid Card	琥珀鱿鱼卡片	english-on-hold
Item	Octopus Baby Purple	Plum Squid Card	梅紫鱿鱼卡片	english-on-hold
Item	Octopus King Blue	Azure Octopus Card	蔚蓝章鱼卡片	english-on-hold
Item	Octopus King Orange	Amber Octopus Card	琥珀章鱼卡片	english-on-hold
Item	Octopus King Purple	Violet Octopus Card	紫罗兰章鱼卡片	english-on-hold
Item	Octopus Orange	Amber Cuttlefish Card	琥珀墨鱼卡片	english-on-hold
Item	Octopus Purple	Violet Cuttlefish Card	紫墨鱼卡片	english-on-hold
Item	Octopus White	Pearl Cuttlefish Card	珍珠墨鱼卡片	english-on-hold
Item	Oil	Oil	油	english-on-hold
Item	Olive Flounder	Olive Flounder	橄榄比目鱼	english-on-hold
Item	Orange Roughy	Orange Roughy	长寿鱼	english-on-hold
Item	Oriental Cherry	Blossom Cherry	樱花	english-on-hold
Item	Oriental Cherry	Oriental Cherry	樱花	english-on-hold
Item	Oriental Cherry Piece	Blossom Cherry Piece	樱花片	english-on-hold
Item	Oriental Cherry Piece	Oriental Cherry Piece	樱花片	english-on-hold
Item	Pacific Saury	Pacific Saury	银秋刀鱼	english-on-hold
Item	Pacific Saury	Silver Saury	银秋刀鱼	english-on-hold
Item	Pale Chub	Pale Chub	白鲫	english-on-hold
Item	Palm Tree	Palm Tree	棕榈树	english-on-hold
Item	Panther Grouper	Panther Grouper	黑豹石斑鱼	english-on-hold
Item	Pearl	Pearl	珍珠	english-on-hold
Item	Pearl Earring	Pearl Earring	珍珠耳环	english-on-hold
Item	Pelage	Pelage	毛皮	english-on-hold
Item	Pepper	Pepper	胡椒	english-on-hold
Item	Petal	Nautilus Card	鹦鹉螺卡片	english-on-hold
Item	Phantom	Phantom Card	幻影卡片	english-on-hold
Item	Phosphate	Phosphate	磷酸盐	english-on-hold
Item	Picasso Triggerfish	Painted Triggerfish	彩旗鱼	english-on-hold
Item	Picasso Triggerfish	Picasso Triggerfish	彩旗鱼	english-on-hold
Item	Pimento	Pimento	皮门托辣椒	english-on-hold
Item	Pine Cone	Pine Cone	松果	english-on-hold
Item	Pine Cone Broken	Broken Pine Cone	破碎的松果	english-on-hold
Item	Pine Cone Broken	Pine Cone Broken	破碎的松果	english-on-hold
Item	Pipe	Pipe	管道	english-on-hold
Item	Piranha	Piranha	食人鱼	english-on-hold
Item	Pirarucu	Pirarucu	巨骨舌鱼	english-on-hold
Item	Plant Chewer	Man-Eater Card	食人花卡片	english-on-hold
Item	Plant Monster	Snapvine Card	噬咬藤卡片	english-on-hold
Item	Plant Shooter	Spitter Card	喷吐者卡片	english-on-hold
Item	Plant Worm	Vinecrawler Card	藤蔓爬虫卡片	english-on-hold
Item	Platinum	Platinum	铂	english-on-hold
Item	Poison Bomb	Miasma Card	瘴气卡片	english-on-hold
Item	Pollen	Pollen Card	花粉精卡片	english-on-hold
Item	Pomfret	Pomfret	鲳鱼	english-on-hold
Item	Pond Loach	Pond Loach	池塘泥鳅	english-on-hold
Item	Posy	Sea Blossom Card	海之花卡片	english-on-hold
Item	Potato	Potato	土豆	english-on-hold
Item	Pouch Fairy Dust	Fairy Dust	仙尘	english-on-hold
Item	Pouch Fairy Dust	Pouch Fairy Dust	仙尘	english-on-hold
Item	Pumpkin	Pumpkin	南瓜	english-on-hold
Item	Queen Worm	Broodmother Card	虫巢之母卡片	english-on-hold
Item	Rabbit	Rabbit Card	兔子卡片	english-on-hold
Item	Rat Dark	Sewer Rat Card	下水道老鼠卡片	english-on-hold
Item	Rat Grey	Plague Rat Card	瘟疫鼠卡片	english-on-hold
Item	Rat White	Albino Rat Card	白化鼠卡片	english-on-hold
Item	Raw Rubber	Raw Rubber	生胶	english-on-hold
Item	Razor Robot	Razor Robot Card	刃锋机器人卡片	english-on-hold
Item	Red Wood	Red Wood	红木	english-on-hold
Item	Red Wood	Redwood	红木	english-on-hold
Item	Red Wood Piece	Red Wood Piece	红木片	english-on-hold
Item	Red Wood Piece	Redwood Piece	红木片	english-on-hold
Item	Redfin Velvetfish	Redfin Velvetfish	红鳍天鹅绒鱼	english-on-hold
Item	Refine Box	Refine Box	精炼盒	english-on-hold
Item	Remora	Remora	鮣鱼	english-on-hold
Item	Resonance Core	Resonance Core	共鸣核心	english-on-hold
Item	Rock Bream	Rock Bream	岩鲷	english-on-hold
Item	Rockfish	Rockfish	岩鱼	english-on-hold
Item	Rose Quartz	Rose Quartz	玫瑰石英	english-on-hold
Item	Rose Quartz Piece	Rose Quartz Piece	玫瑰石英片	english-on-hold
Item	Royal Jelly	Royal Jelly	蜂王浆	english-on-hold
Item	Rubber Tree	Rubber Tree	橡胶树	english-on-hold
Item	Rubber Tree Piece	Rubber Tree Piece	橡胶树片	english-on-hold
Item	Ruby	Ruby	红宝石	english-on-hold
Item	Sailfish	Sailfish	旗鱼	english-on-hold
Item	Sapphire	Sapphire	蓝宝石	english-on-hold
Item	Sawdust	Sawdust	锯末	english-on-hold
Item	Scorpion	Scorpion Card	蝎子卡片	english-on-hold
Item	Scorpion King	Scorpion King Card	蝎子王卡片	english-on-hold
Item	Scorpling	Scorpling Card	幼蝎卡片	english-on-hold
Item	Sea Bass	Sea Bass	鲈鱼	english-on-hold
Item	Sea Bream	Sea Bream	鲷鱼	english-on-hold
Item	Seahorse	Seahorse	海马	english-on-hold
Item	Security Box	Security Box	保险箱	english-on-hold
Item	Seed	Seed	种子	english-on-hold
Item	Seed	Seedling	幼苗	english-on-hold
Item	Seed	Seedling Card	幼苗卡片	english-on-hold
Item	Shad	Shad	鲥鱼	english-on-hold
Item	Shade	Shade Card	暗影卡片	english-on-hold
Item	Shadow	Nightfiend Card	夜魔卡片	english-on-hold
Item	Shark	Bull Shark Card	牛鲨卡片	english-on-hold
Item	Shark Baby	Sharkling Card	幼鲨卡片	english-on-hold
Item	Shark Humanoid	Shark Buccaneer Card	鲨鱼海盗卡片	english-on-hold
Item	Shell	Conch Card	海螺卡片	english-on-hold
Item	Shell Robot	Shell Robot Card	壳甲机器人卡片	english-on-hold
Item	Shingle	Shingle	卵石	english-on-hold
Item	Shoes Lost	Lost Shoes	遗失的鞋	english-on-hold
Item	Shoes Lost	Shoes Lost	遗失的鞋	english-on-hold
Item	Shower Towel	Shower Towel	浴巾	english-on-hold
Item	Silica Sand	Silica Sand	硅砂	english-on-hold
Item	Silver	Silver	银	english-on-hold
Item	Silver Piece	Silver Piece	银片	english-on-hold
Item	Skeleton	Skeleton Card	骷髅卡片	english-on-hold
Item	Skeleton Giant	Skeleton Giant Card	骷髅巨人卡片	english-on-hold
Item	Skeleton Mage	Skeleton Mage Card	骷髅法师卡片	english-on-hold
Item	Slime	Slime Card	史莱姆卡片	english-on-hold
Item	Slime Jelly	Jellooze Card	胶冻怪卡片	english-on-hold
Item	Slime Monster	Oozelord Card	软泥领主卡片	english-on-hold
Item	Snake	Viper Card	毒蛇卡片	english-on-hold
Item	Snake Naga	Naga Card	娜迦卡片	english-on-hold
Item	Snakehead	Snakehead	黑鱼	english-on-hold
Item	Snakelet	Adder Card	蝰蛇卡片	english-on-hold
Item	Snout Robot	Snout Robot Card	长吻机器人卡片	english-on-hold
Item	Snow Bomb	Snowball Card	雪球卡片	english-on-hold
Item	Soldalite	Sodalite	方钠石	english-on-hold
Item	Soldalite	Soldalite	方钠石	english-on-hold
Item	Soldalite Piece	Sodalite Piece	方钠石片	english-on-hold
Item	Soldalite Piece	Soldalite Piece	方钠石片	english-on-hold
Item	Soldier Robot	Soldier Robot Card	士兵机器人卡片	english-on-hold
Item	Soul	Soul Card	灵魂卡片	english-on-hold
Item	Soul Mage	Soul Mage Card	灵魂法师卡片	english-on-hold
Item	Spider	Spider Card	蜘蛛卡片	english-on-hold
Item	Spider King	Arachne Card	阿拉克涅卡片	english-on-hold
Item	Spider Queen Robot	Suphara Card	苏帕拉卡片	english-on-hold
Item	Spider Robot	Spider Robot Card	蜘蛛机器人卡片	english-on-hold
Item	Spider Toxin	Widow Card	黑寡妇卡片	english-on-hold
Item	Spider Web	Spider Web	蜘蛛网	english-on-hold
Item	Spiderling Robot	Spiderling Robot Card	幼蛛机器人卡片	english-on-hold
Item	Spike	Hermit Card	隐士卡片	english-on-hold
Item	Spike Robot	Spike Robot Card	尖刺机器人卡片	english-on-hold
Item	Splendidus	Splendidus	斯普伦迪杜斯	english-on-hold
Item	Spook	Spook Card	游魂卡片	english-on-hold
Item	Spore	Spore Card	孢子卡片	english-on-hold
Item	Sprout	Sprout Card	萌芽卡片	english-on-hold
Item	Squid	Squid	鱿鱼	english-on-hold
Item	Squid Baby	Squidling Card	幼鱿鱼卡片	english-on-hold
Item	Sting	Vespa Card	胡蜂卡片	english-on-hold
Item	Stinger Robot	Stormstinger Card	风暴毒刺卡片	english-on-hold
Item	Stingray	Stingray	黄貂鱼	english-on-hold
Item	Stone	Stone	岩石	english-on-hold
Item	Strawberry	Strawberry	草莓	english-on-hold
Item	Sturgeon	Sturgeon	鲟鱼	english-on-hold
Item	Sugar Cane	Sugar Cane	甘蔗	english-on-hold
Item	Sun Blossom	Nymph Card	花仙卡片	english-on-hold
Item	Sunflora Pixie	Lady Fey Card	妖精夫人卡片	english-on-hold
Item	Sunflower Fairy	Sylvie Card	西尔维卡片	english-on-hold
Item	Swamp Eels	Swamp Eels	沼泽鳗鱼	english-on-hold
Item	Tadpole	Tadpole	蝌蚪	english-on-hold
Item	Tanker Robot	Tanker Robot Card	重装机器人卡片	english-on-hold
Item	Tar	Tar	焦油	english-on-hold
Item	Tea Container	Tea Container	茶叶罐	english-on-hold
Item	Tech Robot	Tech Robot Card	科技机器人卡片	english-on-hold
Item	Teff	Teff	苔麸	english-on-hold
Item	Tentacles Robot	Stormcoil Card	风暴线圈卡片	english-on-hold
Item	Termite	Termite	白蚁	english-on-hold
Item	Termite Soldier	Termite Soldier	白蚁士兵	english-on-hold
Item	Thorium	Thorium	瑟银	english-on-hold
Item	Thorium Piece	Thorium Piece	瑟银碎片	english-on-hold
Item	Tiger Eye	Tiger Eye	虎眼石	english-on-hold
Item	Tiger Eye Piece	Tiger Eye Piece	虎眼石碎片	english-on-hold
Item	Time Device	Time Device	时间装置	english-on-hold
Item	Tin	Tin	锡	english-on-hold
Item	Tin Piece	Tin Piece	锡片	english-on-hold
Item	Titan Turtle Sci Blue	Hydro Turtle Card	水灵龟卡片	english-on-hold
Item	Titan Turtle Sci Green	Solar Turtle Card	日曜龟卡片	english-on-hold
Item	Titan Turtle Sci Pink	Storm Turtle Card	风暴龟卡片	english-on-hold
Item	Toadstool	Toadstool Card	毒菌卡片	english-on-hold
Item	Tower Key	Spire Compass	尖塔指南针	english-on-hold
Item	Treant Forest Autumn	Maple Ancient Card	枫树古灵卡片	english-on-hold
Item	Treant Forest Evergreen	Pine Ancient Card	松树古灵卡片	english-on-hold
Item	Treant Minion Autumn	Maple Sapling Card	枫树苗卡片	english-on-hold
Item	Treant Minion Evergreen	Pine Sapling Card	松树苗卡片	english-on-hold
Item	Treant Tree Autumn	Maple Treant Card	枫树树人卡片	english-on-hold
Item	Treant Tree Evergreen	Pine Treant Card	松树人卡片	english-on-hold
Item	Tree Bark	Tree Bark	树皮	english-on-hold
Item	Tree Dead	Dead Tree	死树	english-on-hold
Item	Tree Dead	Tree Dead	死树	english-on-hold
Item	Tree Sap	Sap	树液	english-on-hold
Item	Tree Sap	Tree Sap	树液	english-on-hold
Item	Tree Sap Gold	Golden Tree Sap	金树汁液	english-on-hold
Item	Tree Sap Gold	Tree Sap Gold	金树汁液	english-on-hold
Item	Trevally	Trevally	鲹鱼	english-on-hold
Item	Trooper Robot	Trooper Robot Card	突击机器人卡片	english-on-hold
Item	Tungsten	Tungsten	钨	english-on-hold
Item	Turtle	Turtle Baby Card	海龟宝宝卡片	english-on-hold
Item	Turtle King	Turtle Champion Card	海龟勇士卡片	english-on-hold
Item	Turtle Monster Blue	Azure Terrapin Card	蔚蓝水龟卡片	english-on-hold
Item	Turtle Monster Green	Verdant Terrapin Card	翠绿水龟卡片	english-on-hold
Item	Turtle Monster Red	Crimson Terrapin Card	深红水龟卡片	english-on-hold
Item	Unicornfish	Unicornfish	独角鱼	english-on-hold
Item	Unwritten Contract	Unwritten Contract	未签署的契约	english-on-hold
Item	Vampire Bat	Nosferatu Card	诺斯费拉图卡片	english-on-hold
Item	Verrucella Stellata	Verrucella Stellata	星状疣	english-on-hold
Item	Vulkanite Chunk	Vulkanite Chunk	火山岩块	english-on-hold
Item	Vulkanite Crystal	Vulkanite Crystal	火山岩晶体	english-on-hold
Item	Vulkanite Shard	Vulkanite Shard	火山岩碎片	english-on-hold
Item	Wax	Wax	蜡	english-on-hold
Item	Waystone	Waystone	传送石	english-on-hold
Item	Werewolf	Lycanthrope Card	狼人卡片	english-on-hold
Item	Whale Shark	Whale Shark	鲸鲨	english-on-hold
Item	Wheat	Wheat	小麦	english-on-hold
Item	Whirlwind	Breeze Card	微风卡片	english-on-hold
Item	White Birch	White Birch	白桦	english-on-hold
Item	Wind	Gale Card	疾风卡片	english-on-hold
Item	Wind Mage	Wind Mage Card	风法师卡片	english-on-hold
Item	Windmill Palm	Windmill Palm	风车棕榈	english-on-hold
Item	Windmill Palm Piece	Windmill Palm Piece	风车棕榈片	english-on-hold
Item	Wisp Blue	Frost Wisp Card	冰霜精魂卡片	english-on-hold
Item	Wisp Purple	Lightning Wisp Card	雷霆精魂卡片	english-on-hold
Item	Wisp Red	Fire Wisp Card	火焰精魂卡片	english-on-hold
Item	Wisp Yellow	Earth Wisp Card	大地精魂卡片	english-on-hold
Item	Wizard_Artifact_1	Tempest Engine	风暴引擎	english-on-hold
Item	Wizard_Artifact_2	Frozen Dominion	冰封领域	english-on-hold
Item	Wizard_Artifact_3	Meteoric Cataclysm	陨星浩劫	english-on-hold
Item	Wolf	Wolf Card	狼卡片	english-on-hold
Item	Wolf Pup	Wolf Cub Card	狼崽卡片	english-on-hold
Item	Wood	Wood	木材	english-on-hold
Item	Wood Piece	Wood Piece	木片	english-on-hold
Item	Wood Plate	Wood Plate	木板	english-on-hold
Item	Worm	Worm Card	蠕虫卡片	english-on-hold
Item	Worm Creep	Devourer Card	吞噬者卡片	english-on-hold
Item	Worm Rot	Maggot Card	蛆卡片	english-on-hold
Item	Worm Stink	Grub Card	蛴螬卡片	english-on-hold
Item	Wraith	Wraith King Card	幽魂之王卡片	english-on-hold
Item	Zinc	Zinc	锌	english-on-hold
Item	Zombie Goblin Giant	Zombie Orc Card	僵尸兽人卡片	english-on-hold
Item	Zombie Goblin King	Zombie Orc Lord Card	僵尸兽人领主卡片	english-on-hold
Item	Zombie Goblin Minion	Zombie Goblin Card	僵尸哥布林卡片	english-on-hold
Item	Zombie Goblin Soldier	Zombie Grunt Card	僵尸步兵卡片	english-on-hold
Equip	3D Glasses	3D Glasses	3D眼镜	english-on-hold
Equip	3D Glasses	3DGlasses	3D眼镜	english-on-hold
Equip	Abyss Shard	Abyss Shard	深渊碎片	english-on-hold
Equip	Acolyte_1	Scripture of Mercy	慈悲经文	english-on-hold
Equip	Acolyte_2	Radiant Strikes	光辉打击	english-on-hold
Equip	Acolyte_3	Radiant Judgment	光辉裁决	english-on-hold
Equip	Acolyte_4	Gospel of Grace	恩典福音	english-on-hold
Equip	Acolyte_5	Lightweaver	光织者	english-on-hold
Equip	Acolyte_6	Sacred Rhythm	圣洁律动	english-on-hold
Equip	Alien Cyclops	Moonspawn Pet	月裔宠物	english-on-hold
Equip	Alien Cyclops	Voidspawn	虚空孳生体	english-on-hold
Equip	Alien Cyclops	Voidspawn Card	虚空孳生体卡片	english-on-hold
Equip	Alien Cyclops	Voidspawn Pet	月裔宠物	english-on-hold
Equip	Alien Sporella	Chompcap	噬帽菌	english-on-hold
Equip	Alien Sporella	Chompcap Card	噬帽菌卡片	english-on-hold
Equip	Alien Sporella	Chompcap Pet	孢子宠物	english-on-hold
Equip	Alien Sporella	Sporeling Pet	孢子宠物	english-on-hold
Equip	Alien Star	Little Star	小星星	english-on-hold
Equip	Alien Star	Little Star Card	小星星卡片	english-on-hold
Equip	Alien Star	Little Star Pet	小星星宠物	english-on-hold
Equip	Alien Star	Starlet Pet	小星星宠物	english-on-hold
Equip	Alien Wheel	Blazewheel Pet	烈焰轮宠物	english-on-hold
Equip	Alien Wheel	Cinderwheel	灰烬轮	english-on-hold
Equip	Alien Wheel	Cinderwheel Card	灰烬轮卡片	english-on-hold
Equip	Alien Wheel	Cinderwheel Pet	烈焰轮宠物	english-on-hold
Equip	Amber Bow	Amber Bow	琥珀弓	english-on-hold
Equip	Amber Loop	Amber Loop	琥珀环	english-on-hold
Equip	Arcane Sigil	Arcane Sigil	奥术印记	english-on-hold
Equip	ArcaneChest	Arcane Chest	奥术胸甲	english-on-hold
Equip	ArcaneFeet	Arcane Boots	奥术长靴	english-on-hold
Equip	ArcaneGloves	Arcane Gloves	奥术手套	english-on-hold
Equip	ArcaneLegs	Arcane Legs	奥术护腿	english-on-hold
Equip	Archangel	Archangel	大天使	english-on-hold
Equip	Archangel	Archangel Card	大天使卡片	english-on-hold
Equip	Archangel	Archangel Pet	圣吉尔宠物	english-on-hold
Equip	Archangel	Sangeal Pet	圣吉尔宠物	english-on-hold
Equip	Armor_Agi	Speed Plate	迅捷板甲	english-on-hold
Equip	Armor_Dex	Precision Plate	精准板甲	english-on-hold
Equip	Armor_Int	Mind Plate	心灵板甲	english-on-hold
Equip	Armor_Luk	Fate Plate	命运板甲	english-on-hold
Equip	Armor_Str	Power Plate	力量板甲	english-on-hold
Equip	Armor_Vit	Endurance Plate	坚韧板甲	english-on-hold
Equip	Arrow Quiver	Arrow Quiver	箭袋	english-on-hold
Equip	Arrowcatch Wall	Arrowcatch Wall	捕箭壁垒	english-on-hold
Equip	Arrowpierced Shield	Arrow-Pierced Shield	贯箭之盾	english-on-hold
Equip	Arrowpierced Shield	Arrowpierced Shield	贯箭之盾	english-on-hold
Equip	Artemis	Artemis	阿耳忒弥斯	english-on-hold
Equip	Aura_Angel	Angelic Aura	天使光环	english-on-hold
Equip	Aura_Demon	Demonic Aura	恶魔光环	english-on-hold
Equip	Axe	Axe	斧	english-on-hold
Equip	Axe of Oblivion	Axe of Oblivion	遗忘之斧	english-on-hold
Equip	Azure Antlers	Azure Antlers	蔚蓝鹿角	english-on-hold
Equip	Azure Crown	Azure Crown	蔚蓝王冠	english-on-hold
Equip	Azure Cutlass	Azure Cutlass	蔚蓝弯刀	english-on-hold
Equip	Azure Prism	Azure Prism	蔚蓝棱镜	english-on-hold
